"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.4060, 1.34277E-01,03-24-18,14:17:34
.4080, 9.85107E-02,03-27-18,14:17:34
.4100, 3.83301E-02,03-27-18,14:17:34
.4120,-3.14941E-02,03-27-18,14:17:34
.4140,-9.37500E-02,03-27-18,14:17:34
.4160,-1.32935E-01,03-27-18,14:17:34
.4180,-1.39404E-01,03-27-18,14:17:34
.4200,-1.11328E-01,03-27-18,14:17:34
.4220,-5.59082E-02,03-27-18,14:17:34
.4240, 1.30615E-02,03-27-18,14:17:34
.4260, 7.87354E-02,03-27-18,14:17:34
.4280, 1.24756E-01,03-27-18,14:17:34
.4300, 1.39771E-01,03-27-18,14:17:34
.4320, 1.20117E-01,03-27-18,14:17:34
.4340, 7.05566E-02,03-27-18,14:17:34
.4360, 3.41797E-03,03-27-18,14:17:34
.4380,-6.46973E-02,03-27-18,14:17:34
.4400,-1.17065E-01,03-27-18,14:17:34
.4420,-1.40503E-01,03-27-18,14:17:34
.4440,-1.29395E-01,03-27-18,14:17:34
.4460,-8.64258E-02,03-27-18,14:17:34
.4480,-2.20947E-02,03-27-18,14:17:34
.4500, 4.73633E-02,03-27-18,14:17:34
.4520, 1.05103E-01,03-27-18,14:17:34
.4540, 1.36719E-01,03-27-18,14:17:34
.4560, 1.34277E-01,03-27-18,14:17:34
.4580, 9.85107E-02,03-27-18,14:17:34
.4600, 3.82080E-02,03-27-18,14:17:34
.4620,-3.16162E-02,03-27-18,14:17:34
.4640,-9.38721E-02,03-27-18,14:17:34
.4660,-1.32935E-01,03-27-18,14:17:34
.4680,-1.39282E-01,03-27-18,14:17:34
.4700,-1.10962E-01,03-27-18,14:17:34
.4720,-5.38330E-02,03-27-18,14:17:34
.4740, 1.89209E-02,03-27-18,14:17:34
.4760, 8.65479E-02,03-27-18,14:17:34
.4780, 1.24390E-01,03-27-18,14:17:34
.4800, 1.16211E-01,03-27-18,14:17:34
.4820, 6.37207E-02,03-27-18,14:17:34
.4840,-1.33057E-02,03-27-18,14:17:34
.4860,-8.54492E-02,03-27-18,14:17:34
.4880,-1.25244E-01,03-27-18,14:17:34
.4900,-1.17310E-01,03-27-18,14:17:34
.4920,-6.46973E-02,03-27-18,14:17:34
.4940, 1.23291E-02,03-27-18,14:17:34
.4960, 8.43506E-02,03-27-18,14:17:34
.4980, 1.24023E-01,03-27-18,14:17:34
.5000, 1.16089E-01,03-24-18,14:17:34
