"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.5960,-5.52979E-02,03-23-18,14:17:07
.5980, 4.80957E-02,03-27-18,14:17:07
.6000, 1.25122E-01,03-27-18,14:17:07
.6020, 1.34033E-01,03-27-18,14:17:07
.6040, 7.00684E-02,03-27-18,14:17:07
.6060,-3.22266E-02,03-27-18,14:17:07
.6080,-1.17310E-01,03-27-18,14:17:07
.6100,-1.39160E-01,03-27-18,14:17:07
.6120,-8.56934E-02,03-27-18,14:17:07
.6140, 1.37939E-02,03-27-18,14:17:07
.6160, 1.05591E-01,03-27-18,14:17:07
.6180, 1.40015E-01,03-27-18,14:17:07
.6200, 9.81445E-02,03-27-18,14:17:07
.6220, 2.92969E-03,03-27-18,14:17:07
.6240,-9.42383E-02,03-27-18,14:17:07
.6260,-1.40503E-01,03-27-18,14:17:07
.6280,-1.10840E-01,03-27-18,14:17:07
.6300,-2.13623E-02,03-27-18,14:17:07
.6320, 7.93457E-02,03-27-18,14:17:07
.6340, 1.36841E-01,03-27-18,14:17:07
.6360, 1.19873E-01,03-27-18,14:17:07
.6380, 3.75977E-02,03-27-18,14:17:07
.6400,-6.51855E-02,03-27-18,14:17:07
.6420,-1.33057E-01,03-27-18,14:17:07
.6440,-1.29028E-01,03-27-18,14:17:07
.6460,-5.51758E-02,03-27-18,14:17:07
.6480, 4.80957E-02,03-27-18,14:17:07
.6500, 1.25122E-01,03-27-18,14:17:07
.6520, 1.34033E-01,03-27-18,14:17:07
.6540, 7.00684E-02,03-27-18,14:17:07
.6560,-3.22266E-02,03-27-18,14:17:07
.6580,-1.17310E-01,03-27-18,14:17:07
.6600,-1.39038E-01,03-27-18,14:17:07
.6620,-8.55713E-02,03-27-18,14:17:07
.6640, 1.39160E-02,03-27-18,14:17:07
.6660, 1.05591E-01,03-27-18,14:17:07
.6680, 1.39771E-01,03-27-18,14:17:07
.6700, 9.80225E-02,03-27-18,14:17:07
.6720, 2.68555E-03,03-27-18,14:17:07
.6740,-9.42383E-02,03-27-18,14:17:07
.6760,-1.40503E-01,03-27-18,14:17:07
.6780,-1.10840E-01,03-27-18,14:17:07
.6800,-2.12402E-02,03-27-18,14:17:07
.6820, 7.93457E-02,03-27-18,14:17:07
.6840, 1.36719E-01,03-27-18,14:17:07
.6860, 1.19751E-01,03-27-18,14:17:07
.6880, 3.74756E-02,03-27-18,14:17:07
.6900,-6.51855E-02,03-23-18,14:17:07
