"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.4940,-1.26465E-01,03-23-18,14:17:07
.4960,-5.40771E-02,03-27-18,14:17:07
.4980, 4.73633E-02,03-27-18,14:17:07
.5000, 1.23291E-01,03-27-18,14:17:07
.5020, 1.32202E-01,03-27-18,14:17:07
.5040, 6.90918E-02,03-27-18,14:17:07
.5060,-3.18604E-02,03-27-18,14:17:07
.5080,-1.16089E-01,03-27-18,14:17:07
.5100,-1.37817E-01,03-27-18,14:17:07
.5120,-8.49609E-02,03-27-18,14:17:07
.5140, 1.37939E-02,03-27-18,14:17:07
.5160, 1.05103E-01,03-27-18,14:17:07
.5180, 1.39282E-01,03-27-18,14:17:07
.5200, 9.76563E-02,03-27-18,14:17:07
.5220, 2.80762E-03,03-27-18,14:17:07
.5240,-9.38721E-02,03-27-18,14:17:07
.5260,-1.40137E-01,03-27-18,14:17:07
.5280,-1.10596E-01,03-27-18,14:17:07
.5300,-2.12402E-02,03-27-18,14:17:07
.5320, 7.92236E-02,03-27-18,14:17:07
.5340, 1.36719E-01,03-27-18,14:17:07
.5360, 1.19751E-01,03-27-18,14:17:07
.5380, 3.77197E-02,03-27-18,14:17:07
.5400,-6.50635E-02,03-27-18,14:17:07
.5420,-1.32935E-01,03-27-18,14:17:07
.5440,-1.28906E-01,03-27-18,14:17:07
.5460,-5.52979E-02,03-27-18,14:17:07
.5480, 4.80957E-02,03-27-18,14:17:07
.5500, 1.25122E-01,03-27-18,14:17:07
.5520, 1.34033E-01,03-27-18,14:17:07
.5540, 7.00684E-02,03-27-18,14:17:07
.5560,-3.21045E-02,03-27-18,14:17:07
.5580,-1.17188E-01,03-27-18,14:17:07
.5600,-1.39038E-01,03-27-18,14:17:07
.5620,-8.56934E-02,03-27-18,14:17:07
.5640, 1.36719E-02,03-27-18,14:17:07
.5660, 1.05469E-01,03-27-18,14:17:07
.5680, 1.39771E-01,03-27-18,14:17:07
.5700, 9.80225E-02,03-27-18,14:17:07
.5720, 2.80762E-03,03-27-18,14:17:07
.5740,-9.41162E-02,03-27-18,14:17:07
.5760,-1.40381E-01,03-27-18,14:17:07
.5780,-1.10840E-01,03-27-18,14:17:07
.5800,-2.13623E-02,03-27-18,14:17:07
.5820, 7.93457E-02,03-27-18,14:17:07
.5840, 1.36841E-01,03-27-18,14:17:07
.5860, 1.19873E-01,03-27-18,14:17:07
.5880, 3.77197E-02,03-23-18,14:17:07
