"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.7960,-5.39551E-02,03-24-18,14:17:07
.7980, 4.72412E-02,03-24-18,14:17:07
.8000, 1.22559E-01,03-24-18,14:17:07
.8020, 1.31226E-01,03-24-18,14:17:07
.8040, 6.84814E-02,03-24-18,14:17:07
.8060,-3.14941E-02,03-24-18,14:17:07
.8080,-1.14502E-01,03-24-18,14:17:07
.8100,-1.35620E-01,03-24-18,14:17:07
.8120,-8.33740E-02,03-24-18,14:17:07
.8140, 1.34277E-02,03-24-18,14:17:07
.8160, 1.02417E-01,03-24-18,14:17:07
.8180, 1.35620E-01,03-24-18,14:17:07
.8200, 9.48486E-02,03-24-18,14:17:07
.8220, 2.68555E-03,03-24-18,14:17:07
.8320, 7.60498E-02,03-24-18,14:17:07
.8340, 1.30859E-01,03-24-18,14:17:07
.8360, 1.14380E-01,03-24-18,14:17:07
.8380, 3.58887E-02,03-24-18,14:17:07
.8400,-6.20117E-02,03-24-18,14:17:07
.8420,-1.26221E-01,03-24-18,14:17:07
.8440,-1.22070E-01,03-24-18,14:17:07
.8460,-5.21240E-02,03-24-18,14:17:07
.8480, 4.54102E-02,03-24-18,14:17:07
.8500, 1.17798E-01,03-24-18,14:17:07
.8520, 1.25977E-01,03-24-18,14:17:07
.8540, 6.56738E-02,03-24-18,14:17:07
.8560,-3.01514E-02,03-24-18,14:17:07
.8580,-1.09741E-01,03-24-18,14:17:07
.8600,-1.29883E-01,03-24-18,14:17:07
.8620,-7.98340E-02,03-24-18,14:17:07
.8640, 1.28174E-02,03-24-18,14:17:07
.8660, 9.79004E-02,03-24-18,14:17:07
.8680, 1.29517E-01,03-24-18,14:17:07
.8700, 9.06982E-02,03-24-18,14:17:07
.8720, 2.44141E-03,03-24-18,14:17:07
.8740,-8.71582E-02,03-24-18,14:17:07
.8760,-1.29639E-01,03-24-18,14:17:07
.8780,-1.02173E-01,03-24-18,14:17:07
.8800,-1.96533E-02,03-24-18,14:17:07
.8820, 7.28760E-02,03-24-18,14:17:07
.8840, 1.25488E-01,03-24-18,14:17:07
.8860, 1.09741E-01,03-24-18,14:17:07
.8880, 3.43018E-02,03-24-18,14:17:07
.8900,-5.98145E-02,03-24-18,14:17:07
.8920,-1.21582E-01,03-24-18,14:17:07
.8940,-1.17676E-01,03-24-18,14:17:07
.8960,-5.02930E-02,03-24-18,14:17:07
.8980, 4.37012E-02,03-24-18,14:17:07
