"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.0000, 5.61523E-02,03-22-18,14:16:40
.0020, 1.07422E-02,03-27-18,14:16:40
.0040,-4.07715E-02,03-27-18,14:16:40
.0060,-7.08008E-02,03-27-18,14:16:40
.0080,-6.28662E-02,03-27-18,14:16:40
.0100,-2.12402E-02,03-27-18,14:16:40
.0120, 3.12500E-02,03-27-18,14:16:40
.0140, 6.64063E-02,03-27-18,14:16:40
.0160, 6.50635E-02,03-27-18,14:16:40
.0180, 2.79541E-02,03-27-18,14:16:40
.0200,-2.47803E-02,03-27-18,14:16:40
.0220,-6.45752E-02,03-27-18,14:16:40
.0240,-6.99463E-02,03-27-18,14:16:40
.0260,-3.77197E-02,03-27-18,14:16:40
.0280, 1.42822E-02,03-27-18,14:16:40
.0300, 5.82275E-02,03-27-18,14:16:40
.0320, 7.00684E-02,03-27-18,14:16:40
.0340, 4.34570E-02,03-27-18,14:16:40
.0360,-7.20215E-03,03-27-18,14:16:40
.0380,-5.44434E-02,03-27-18,14:16:40
.0400,-7.26318E-02,03-27-18,14:16:40
.0420,-5.18799E-02,03-27-18,14:16:40
.0440,-3.41797E-03,03-27-18,14:16:40
.0460, 4.62646E-02,03-27-18,14:16:40
.0480, 7.05566E-02,03-27-18,14:16:40
.0500, 5.60303E-02,03-27-18,14:16:40
.0520, 1.07422E-02,03-27-18,14:16:40
.0540,-4.08936E-02,03-27-18,14:16:40
.0560,-7.08008E-02,03-27-18,14:16:40
.0580,-6.28662E-02,03-27-18,14:16:40
.0600,-2.12402E-02,03-27-18,14:16:40
.0620, 3.12500E-02,03-27-18,14:16:40
.0640, 6.64063E-02,03-27-18,14:16:40
.0660, 6.50635E-02,03-27-18,14:16:40
.0680, 2.79541E-02,03-27-18,14:16:40
.0700,-2.47803E-02,03-27-18,14:16:40
.0720,-6.46973E-02,03-27-18,14:16:40
.0740,-6.99463E-02,03-27-18,14:16:40
.0760,-3.77197E-02,03-27-18,14:16:40
.0780, 1.44043E-02,03-27-18,14:16:40
.0800, 5.82275E-02,03-27-18,14:16:40
.0820, 7.00684E-02,03-27-18,14:16:40
.0840, 4.34570E-02,03-27-18,14:16:40
.0860,-7.20215E-03,03-27-18,14:16:40
.0880,-5.43213E-02,03-27-18,14:16:40
.0900,-7.25098E-02,03-27-18,14:16:40
.0920,-5.18799E-02,03-27-18,14:16:40
.0940,-3.41797E-03,03-22-18,14:16:40
