"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.7920, 9.76563E-02,03-26-18,14:18:32
.7940, 7.20215E-02,03-27-18,14:18:32
.7960, 4.52881E-02,03-27-18,14:18:32
.7980, 1.78223E-02,03-27-18,14:18:32
.8000,-9.88770E-03,03-27-18,14:18:32
.8020,-3.74756E-02,03-27-18,14:18:32
.8040,-6.45752E-02,03-27-18,14:18:32
.8060,-9.06982E-02,03-27-18,14:18:32
.8080,-1.15356E-01,03-27-18,14:18:32
.8100,-1.38306E-01,03-27-18,14:18:32
.8120,-1.58936E-01,03-27-18,14:18:32
.8140,-1.77124E-01,03-27-18,14:18:32
.8160,-1.92627E-01,03-27-18,14:18:32
.8180,-2.04956E-01,03-27-18,14:18:32
.8200,-2.14111E-01,03-27-18,14:18:32
.8220,-2.19849E-01,03-27-18,14:18:32
.8240,-2.22168E-01,03-27-18,14:18:32
.8260,-2.20947E-01,03-27-18,14:18:32
.8280,-2.16309E-01,03-27-18,14:18:32
.8300,-2.08252E-01,03-27-18,14:18:32
.8320,-1.96899E-01,03-27-18,14:18:32
.8340,-1.82373E-01,03-27-18,14:18:32
.8360,-1.64917E-01,03-27-18,14:18:32
.8380,-1.45020E-01,03-27-18,14:18:32
.8400,-1.22803E-01,03-27-18,14:18:32
.8420,-9.86328E-02,03-27-18,14:18:32
.8440,-7.28760E-02,03-27-18,14:18:32
.8460,-4.60205E-02,03-27-18,14:18:32
.8480,-1.84326E-02,03-27-18,14:18:32
.8500, 9.27734E-03,03-27-18,14:18:32
.8520, 3.68652E-02,03-27-18,14:18:32
.8540, 6.39648E-02,03-27-18,14:18:32
.8560, 8.99658E-02,03-27-18,14:18:32
.8580, 1.14624E-01,03-27-18,14:18:32
.8600, 1.37451E-01,03-27-18,14:18:32
.8620, 1.58203E-01,03-27-18,14:18:32
.8640, 1.76392E-01,03-27-18,14:18:32
.8660, 1.91895E-01,03-27-18,14:18:32
.8680, 2.04224E-01,03-27-18,14:18:32
.8700, 2.13257E-01,03-27-18,14:18:32
.8720, 2.18994E-01,03-27-18,14:18:32
.8740, 2.21313E-01,03-27-18,14:18:32
.8760, 2.20093E-01,03-27-18,14:18:32
.8780, 2.15454E-01,03-27-18,14:18:32
.8800, 2.07520E-01,03-27-18,14:18:32
.8820, 1.96167E-01,03-27-18,14:18:32
.8840, 1.81641E-01,03-27-18,14:18:32
.8860, 1.64307E-01,03-26-18,14:18:32
