"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.9000, 6.49414E-02,03-23-18,14:16:40
.9020, 6.67725E-02,03-23-18,14:16:40
.9040, 3.18604E-02,03-23-18,14:16:40
.9060,-2.06299E-02,03-23-18,14:16:40
.9080,-6.25000E-02,03-23-18,14:16:40
.9100,-7.09229E-02,03-23-18,14:16:40
.9120,-4.12598E-02,03-23-18,14:16:40
.9140, 1.01318E-02,03-23-18,14:16:40
.9160, 5.57861E-02,03-23-18,14:16:40
.9180, 7.06787E-02,03-23-18,14:16:40
.9200, 4.67529E-02,03-23-18,14:16:40
.9220,-2.80762E-03,03-23-18,14:16:40
.9240,-5.13916E-02,03-23-18,14:16:40
.9260,-7.25098E-02,03-23-18,14:16:40
.9280,-5.46875E-02,03-23-18,14:16:40
.9300,-7.69043E-03,03-23-18,14:16:40
.9320, 4.30908E-02,03-23-18,14:16:40
.9340, 7.00684E-02,03-23-18,14:16:40
.9360, 5.85938E-02,03-23-18,14:16:40
.9380, 1.48926E-02,03-23-18,14:16:40
.9400,-3.72314E-02,03-23-18,14:16:40
.9420,-6.97021E-02,03-23-18,14:16:40
.9440,-6.48193E-02,03-23-18,14:16:40
.9460,-2.52686E-02,03-23-18,14:16:40
.9480, 2.74658E-02,03-23-18,14:16:40
.9500, 6.49414E-02,03-23-18,14:16:40
.9520, 6.66504E-02,03-23-18,14:16:40
.9540, 3.18604E-02,03-23-18,14:16:40
.9560,-2.07520E-02,03-23-18,14:16:40
.9580,-6.25000E-02,03-23-18,14:16:40
.9600,-7.08008E-02,03-23-18,14:16:40
.9620,-4.12598E-02,03-23-18,14:16:40
.9640, 1.02539E-02,03-23-18,14:16:40
.9660, 5.57861E-02,03-23-18,14:16:40
.9680, 7.05566E-02,03-23-18,14:16:40
.9700, 4.66309E-02,03-23-18,14:16:40
.9720,-2.92969E-03,03-23-18,14:16:40
.9740,-5.15137E-02,03-23-18,14:16:40
.9760,-7.25098E-02,03-23-18,14:16:40
.9780,-5.46875E-02,03-23-18,14:16:40
.9800,-7.69043E-03,03-23-18,14:16:40
.9820, 4.29688E-02,03-23-18,14:16:40
.9840, 6.99463E-02,03-23-18,14:16:40
.9860, 5.85938E-02,03-23-18,14:16:40
.9880, 1.48926E-02,03-23-18,14:16:40
.9900,-3.72314E-02,03-23-18,14:16:40
.9920,-6.97021E-02,03-23-18,14:16:40
.9940,-6.48193E-02,03-23-18,14:16:40
