"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.4960, 1.73340E-01,03-27-18,14:18:57
.4980, 2.00562E-01,03-27-18,14:18:57
.5000, 1.99585E-01,03-27-18,14:18:57
.5020, 1.70410E-01,03-27-18,14:18:57
.5040, 1.17310E-01,03-27-18,14:18:57
.5060, 4.77295E-02,03-27-18,14:18:57
.5080,-2.86865E-02,03-27-18,14:18:57
.5100,-1.01196E-01,03-27-18,14:18:57
.5120,-1.59546E-01,03-27-18,14:18:57
.5140,-1.95679E-01,03-27-18,14:18:57
.5160,-2.04224E-01,03-27-18,14:18:57
.5180,-1.84204E-01,03-27-18,14:18:57
.5200,-1.38306E-01,03-27-18,14:18:57
.5220,-7.29980E-02,03-27-18,14:18:57
.5240, 2.31934E-03,03-27-18,14:18:57
.5260, 7.72705E-02,03-27-18,14:18:57
.5280, 1.41357E-01,03-27-18,14:18:57
.5300, 1.85425E-01,03-27-18,14:18:57
.5320, 2.03491E-01,03-27-18,14:18:57
.5340, 1.92871E-01,03-27-18,14:18:57
.5360, 1.55029E-01,03-27-18,14:18:57
.5380, 9.54590E-02,03-27-18,14:18:57
.5400, 2.24609E-02,03-27-18,14:18:57
.5420,-5.38330E-02,03-27-18,14:18:57
.5440,-1.22803E-01,03-27-18,14:18:57
.5460,-1.74438E-01,03-27-18,14:18:57
.5480,-2.01782E-01,03-27-18,14:18:57
.5500,-2.00684E-01,03-27-18,14:18:57
.5520,-1.71509E-01,03-27-18,14:18:57
.5540,-1.18286E-01,03-27-18,14:18:57
.5560,-4.84619E-02,03-27-18,14:18:57
.5580, 2.78320E-02,03-27-18,14:18:57
.5600, 1.00220E-01,03-27-18,14:18:57
.5620, 1.58569E-01,03-27-18,14:18:57
.5640, 1.94580E-01,03-27-18,14:18:57
.5660, 2.03125E-01,03-27-18,14:18:57
.5680, 1.83105E-01,03-27-18,14:18:57
.5700, 1.37329E-01,03-27-18,14:18:57
.5720, 7.21436E-02,03-27-18,14:18:57
.5740,-3.17383E-03,03-27-18,14:18:57
.5760,-7.81250E-02,03-27-18,14:18:57
.5780,-1.42334E-01,03-27-18,14:18:57
.5800,-1.86523E-01,03-27-18,14:18:57
.5820,-2.04590E-01,03-27-18,14:18:57
.5840,-1.93970E-01,03-27-18,14:18:57
.5860,-1.56128E-01,03-27-18,14:18:57
.5880,-9.63135E-02,03-27-18,14:18:57
.5900,-2.31934E-02,03-27-18,14:18:57
