"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.2980, 2.00562E-01,03-27-18,14:18:57
.3000, 1.99585E-01,03-27-18,14:18:57
.3020, 1.70532E-01,03-27-18,14:18:57
.3040, 1.17432E-01,03-27-18,14:18:57
.3060, 4.78516E-02,03-27-18,14:18:57
.3080,-2.85645E-02,03-27-18,14:18:57
.3100,-1.01074E-01,03-27-18,14:18:57
.3120,-1.59546E-01,03-27-18,14:18:57
.3140,-1.95679E-01,03-27-18,14:18:57
.3160,-2.04346E-01,03-27-18,14:18:57
.3180,-1.84326E-01,03-27-18,14:18:57
.3200,-1.38428E-01,03-27-18,14:18:57
.3220,-7.31201E-02,03-27-18,14:18:57
.3240, 2.07520E-03,03-27-18,14:18:57
.3260, 7.71484E-02,03-27-18,14:18:57
.3280, 1.41113E-01,03-27-18,14:18:57
.3300, 1.85425E-01,03-27-18,14:18:57
.3320, 2.03491E-01,03-27-18,14:18:57
.3340, 1.92871E-01,03-27-18,14:18:57
.3360, 1.55151E-01,03-27-18,14:18:57
.3380, 9.55811E-02,03-27-18,14:18:57
.3400, 2.24609E-02,03-27-18,14:18:57
.3420,-5.37109E-02,03-27-18,14:18:57
.3440,-1.22681E-01,03-27-18,14:18:57
.3460,-1.74438E-01,03-27-18,14:18:57
.3480,-2.01782E-01,03-27-18,14:18:57
.3500,-2.00684E-01,03-27-18,14:18:57
.3520,-1.71631E-01,03-27-18,14:18:57
.3540,-1.18408E-01,03-27-18,14:18:57
.3560,-4.87061E-02,03-27-18,14:18:57
.3580, 2.77100E-02,03-27-18,14:18:57
.3600, 1.00220E-01,03-27-18,14:18:57
.3620, 1.58569E-01,03-27-18,14:18:57
.3640, 1.94580E-01,03-27-18,14:18:57
.3660, 2.03125E-01,03-27-18,14:18:57
.3680, 1.83228E-01,03-27-18,14:18:57
.3700, 1.37451E-01,03-27-18,14:18:57
.3720, 7.22656E-02,03-27-18,14:18:57
.3740,-3.05176E-03,03-27-18,14:18:57
.3760,-7.80029E-02,03-27-18,14:18:57
.3780,-1.42212E-01,03-27-18,14:18:57
.3800,-1.86523E-01,03-27-18,14:18:57
.3820,-2.04590E-01,03-27-18,14:18:57
.3840,-1.94092E-01,03-27-18,14:18:57
.3860,-1.56250E-01,03-27-18,14:18:57
.3880,-9.65576E-02,03-27-18,14:18:57
.3900,-2.34375E-02,03-27-18,14:18:57
.3920, 5.28564E-02,03-27-18,14:18:57
