"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.2920, 5.83496E-02,03-26-18,14:18:32
.2940, 1.22070E-02,03-26-18,14:18:32
.2960,-3.46680E-02,03-26-18,14:18:32
.2980,-7.95898E-02,03-26-18,14:18:32
.3000,-1.19507E-01,03-26-18,14:18:32
.3020,-1.52100E-01,03-26-18,14:18:32
.3040,-1.75049E-01,03-26-18,14:18:32
.3060,-1.87012E-01,03-26-18,14:18:32
.3080,-1.87134E-01,03-26-18,14:18:32
.3100,-1.75537E-01,03-26-18,14:18:32
.3120,-1.52954E-01,03-26-18,14:18:32
.3140,-1.20850E-01,03-26-18,14:18:32
.3160,-8.11768E-02,03-26-18,14:18:32
.3180,-3.63770E-02,03-26-18,14:18:32
.3200, 1.04980E-02,03-26-18,14:18:32
.3220, 5.67627E-02,03-26-18,14:18:32
.3240, 9.93652E-02,03-26-18,14:18:32
.3260, 1.35864E-01,03-26-18,14:18:32
.3280, 1.63696E-01,03-26-18,14:18:32
.3300, 1.81274E-01,03-26-18,14:18:32
.3320, 1.87500E-01,03-26-18,14:18:32
.3340, 1.81763E-01,03-26-18,14:18:32
.3360, 1.64551E-01,03-26-18,14:18:32
.3380, 1.37085E-01,03-26-18,14:18:32
.3400, 1.00830E-01,03-26-18,14:18:32
.3420, 5.83496E-02,03-26-18,14:18:32
.3440, 1.22070E-02,03-26-18,14:18:32
.3460,-3.46680E-02,03-26-18,14:18:32
.3480,-7.95898E-02,03-26-18,14:18:32
.3500,-1.19629E-01,03-26-18,14:18:32
.3520,-1.51978E-01,03-26-18,14:18:32
.3540,-1.74927E-01,03-26-18,14:18:32
.3560,-1.86890E-01,03-26-18,14:18:32
.3580,-1.87134E-01,03-26-18,14:18:32
.3600,-1.75537E-01,03-26-18,14:18:32
.3620,-1.52954E-01,03-26-18,14:18:32
.3640,-1.20850E-01,03-26-18,14:18:32
.3660,-8.11768E-02,03-26-18,14:18:32
.3680,-3.64990E-02,03-26-18,14:18:32
.3700, 1.04980E-02,03-26-18,14:18:32
.3720, 5.67627E-02,03-26-18,14:18:32
.3740, 9.93652E-02,03-26-18,14:18:32
.3760, 1.35864E-01,03-26-18,14:18:32
.3780, 1.63696E-01,03-26-18,14:18:32
.3800, 1.81274E-01,03-26-18,14:18:32
.3820, 1.87378E-01,03-26-18,14:18:32
.3840, 1.81763E-01,03-26-18,14:18:32
.3860, 1.64673E-01,03-26-18,14:18:32
