"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.7940, 1.21948E-01,03-27-18,14:18:57
.7960, 1.73462E-01,03-27-18,14:18:57
.7980, 2.00684E-01,03-27-18,14:18:57
.8000, 1.99463E-01,03-27-18,14:18:57
.8020, 1.70288E-01,03-27-18,14:18:57
.8040, 1.17065E-01,03-27-18,14:18:57
.8060, 4.74854E-02,03-27-18,14:18:57
.8080,-2.89307E-02,03-27-18,14:18:57
.8100,-1.01318E-01,03-27-18,14:18:57
.8120,-1.59668E-01,03-27-18,14:18:57
.8140,-1.95557E-01,03-27-18,14:18:57
.8160,-2.03979E-01,03-27-18,14:18:57
.8180,-1.83838E-01,03-27-18,14:18:57
.8200,-1.37939E-01,03-27-18,14:18:57
.8220,-7.27539E-02,03-27-18,14:18:57
.8240, 2.44141E-03,03-27-18,14:18:57
.8260, 7.72705E-02,03-27-18,14:18:57
.8280, 1.41235E-01,03-27-18,14:18:57
.8300, 1.85303E-01,03-27-18,14:18:57
.8320, 2.03247E-01,03-27-18,14:18:57
.8340, 1.92627E-01,03-27-18,14:18:57
.8360, 1.54785E-01,03-27-18,14:18:57
.8380, 9.52148E-02,03-27-18,14:18:57
.8400, 2.20947E-02,03-27-18,14:18:57
.8420,-5.40771E-02,03-27-18,14:18:57
.8440,-1.22803E-01,03-27-18,14:18:57
.8460,-1.74438E-01,03-27-18,14:18:57
.8480,-2.01660E-01,03-27-18,14:18:57
.8500,-2.00562E-01,03-27-18,14:18:57
.8520,-1.71265E-01,03-27-18,14:18:57
.8540,-1.18042E-01,03-27-18,14:18:57
.8560,-4.83398E-02,03-27-18,14:18:57
.8580, 2.80762E-02,03-27-18,14:18:57
.8600, 1.00464E-01,03-27-18,14:18:57
.8620, 1.58691E-01,03-27-18,14:18:57
.8640, 1.94702E-01,03-27-18,14:18:57
.8660, 2.03125E-01,03-27-18,14:18:57
.8680, 1.82983E-01,03-27-18,14:18:57
.8700, 1.37085E-01,03-27-18,14:18:57
.8720, 7.18994E-02,03-27-18,14:18:57
.8740,-3.41797E-03,03-27-18,14:18:57
.8760,-7.83691E-02,03-27-18,14:18:57
.8780,-1.42578E-01,03-27-18,14:18:57
.8800,-1.86768E-01,03-27-18,14:18:57
.8820,-2.04712E-01,03-27-18,14:18:57
.8840,-1.93970E-01,03-27-18,14:18:57
.8860,-1.56006E-01,03-27-18,14:18:57
.8880,-9.61914E-02,03-27-18,14:18:57
