"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.7940,-7.08008E-02,03-28-18,14:09:19
.7960,-8.72803E-02,03-28-18,14:09:19
.7980,-5.68848E-02,03-28-18,14:09:19
.8000, 3.90625E-03,03-28-18,14:09:19
.8020, 6.21338E-02,03-28-18,14:09:19
.8040, 8.61816E-02,03-28-18,14:09:19
.8060, 6.31104E-02,03-28-18,14:09:19
.8080, 5.37109E-03,03-28-18,14:09:19
.8100,-5.56641E-02,03-28-18,14:09:19
.8120,-8.70361E-02,03-28-18,14:09:19
.8140,-7.16553E-02,03-28-18,14:09:19
.8160,-1.78223E-02,03-28-18,14:09:19
.8180, 4.50439E-02,03-28-18,14:09:19
.8200, 8.31299E-02,03-28-18,14:09:19
.8220, 7.56836E-02,03-28-18,14:09:19
.8240, 2.67334E-02,03-28-18,14:09:19
.8260,-3.71094E-02,03-28-18,14:09:19
.8280,-8.12988E-02,03-28-18,14:09:19
.8300,-8.17871E-02,03-28-18,14:09:19
.8320,-3.84521E-02,03-28-18,14:09:19
.8340, 2.52686E-02,03-28-18,14:09:19
.8360, 7.47070E-02,03-28-18,14:09:19
.8380, 8.32520E-02,03-28-18,14:09:19
.8400, 4.62646E-02,03-28-18,14:09:19
.8420,-1.59912E-02,03-28-18,14:09:19
.8440,-6.97021E-02,03-28-18,14:09:19
.8460,-8.59375E-02,03-28-18,14:09:19
.8480,-5.60303E-02,03-28-18,14:09:19
.8500, 3.54004E-03,03-28-18,14:09:19
.8520, 6.01807E-02,03-28-18,14:09:19
.8540, 8.34961E-02,03-28-18,14:09:19
.8560, 6.11572E-02,03-28-18,14:09:19
.8580, 5.49316E-03,03-28-18,14:09:19
.8600,-5.31006E-02,03-28-18,14:09:19
.8620,-8.30078E-02,03-28-18,14:09:19
.8640,-6.82373E-02,03-28-18,14:09:19
.8660,-1.73340E-02,03-28-18,14:09:19
.8680, 4.17480E-02,03-28-18,14:09:19
.8700, 7.72705E-02,03-28-18,14:09:19
.8720, 7.00684E-02,03-28-18,14:09:19
.8740, 2.47803E-02,03-28-18,14:09:19
.8760,-3.38135E-02,03-28-18,14:09:19
.8780,-7.40967E-02,03-28-18,14:09:19
.8800,-7.44629E-02,03-28-18,14:09:19
.8820,-3.51563E-02,03-28-18,14:09:19
.8840, 2.22168E-02,03-28-18,14:09:19
.8860, 6.65283E-02,03-28-18,14:09:19
.8880, 7.39746E-02,03-28-18,14:09:19
