"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.7940,-6.77490E-02,03-22-18,14:16:40
.7960,-2.56348E-02,03-22-18,14:16:40
.7980, 2.73438E-02,03-22-18,14:16:40
.8000, 6.48193E-02,03-22-18,14:16:40
.8020, 6.66504E-02,03-22-18,14:16:40
.8040, 3.18604E-02,03-22-18,14:16:40
.8060,-2.06299E-02,03-22-18,14:16:40
.8080,-6.25000E-02,03-22-18,14:16:40
.8100,-7.09229E-02,03-22-18,14:16:40
.8120,-4.13818E-02,03-22-18,14:16:40
.8140, 1.01318E-02,03-22-18,14:16:40
.8160, 5.56641E-02,03-22-18,14:16:40
.8180, 7.05566E-02,03-22-18,14:16:40
.8200, 4.67529E-02,03-22-18,14:16:40
.8220,-2.80762E-03,03-22-18,14:16:40
.8240,-5.13916E-02,03-22-18,14:16:40
.8260,-7.25098E-02,03-22-18,14:16:40
.8280,-5.48096E-02,03-22-18,14:16:40
.8300,-7.69043E-03,03-22-18,14:16:40
.8320, 4.29688E-02,03-22-18,14:16:40
.8340, 7.00684E-02,03-22-18,14:16:40
.8360, 5.85938E-02,03-22-18,14:16:40
.8380, 1.50146E-02,03-22-18,14:16:40
.8400,-3.72314E-02,03-22-18,14:16:40
.8420,-6.97021E-02,03-22-18,14:16:40
.8440,-6.48193E-02,03-22-18,14:16:40
.8460,-2.52686E-02,03-22-18,14:16:40
.8480, 2.74658E-02,03-22-18,14:16:40
.8500, 6.49414E-02,03-22-18,14:16:40
.8520, 6.67725E-02,03-22-18,14:16:40
.8540, 3.18604E-02,03-22-18,14:16:40
.8560,-2.06299E-02,03-22-18,14:16:40
.8580,-6.25000E-02,03-22-18,14:16:40
.8600,-7.09229E-02,03-22-18,14:16:40
.8620,-4.12598E-02,03-22-18,14:16:40
.8640, 1.01318E-02,03-22-18,14:16:40
.8660, 5.56641E-02,03-22-18,14:16:40
.8680, 7.05566E-02,03-22-18,14:16:40
.8700, 4.66309E-02,03-22-18,14:16:40
.8720,-2.92969E-03,03-22-18,14:16:40
.8740,-5.15137E-02,03-22-18,14:16:40
.8760,-7.25098E-02,03-22-18,14:16:40
.8780,-5.46875E-02,03-22-18,14:16:40
.8800,-7.69043E-03,03-22-18,14:16:40
.8820, 4.29688E-02,03-22-18,14:16:40
.8840, 7.00684E-02,03-22-18,14:16:40
.8860, 5.85938E-02,03-22-18,14:16:40
.8880, 1.48926E-02,03-22-18,14:16:40
