"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.2900, 1.56128E-01,03-25-18,14:17:58
.2920, 1.87500E-01,03-25-18,14:17:58
.2940, 1.72363E-01,03-25-18,14:17:58
.2960, 1.14502E-01,03-25-18,14:17:58
.2980, 2.80762E-02,03-25-18,14:17:58
.3000,-6.53076E-02,03-25-18,14:17:58
.3020,-1.42822E-01,03-25-18,14:17:58
.3040,-1.85059E-01,03-25-18,14:17:58
.3060,-1.81519E-01,03-25-18,14:17:58
.3080,-1.33301E-01,03-25-18,14:17:58
.3100,-5.21240E-02,03-25-18,14:17:58
.3120, 4.16260E-02,03-25-18,14:17:58
.3140, 1.25122E-01,03-25-18,14:17:58
.3160, 1.77490E-01,03-25-18,14:17:58
.3180, 1.85791E-01,03-25-18,14:17:58
.3200, 1.48071E-01,03-25-18,14:17:58
.3220, 7.34863E-02,03-25-18,14:17:58
.3240,-1.91650E-02,03-25-18,14:17:58
.3260,-1.07422E-01,03-25-18,14:17:58
.3280,-1.69189E-01,03-25-18,14:17:58
.3300,-1.89209E-01,03-25-18,14:17:58
.3320,-1.62476E-01,03-25-18,14:17:58
.3340,-9.55811E-02,03-25-18,14:17:58
.3360,-5.37109E-03,03-25-18,14:17:58
.3380, 8.60596E-02,03-25-18,14:17:58
.3400, 1.56128E-01,03-25-18,14:17:58
.3420, 1.87500E-01,03-25-18,14:17:58
.3440, 1.72363E-01,03-25-18,14:17:58
.3460, 1.14380E-01,03-25-18,14:17:58
.3480, 2.80762E-02,03-25-18,14:17:58
.3500,-6.53076E-02,03-25-18,14:17:58
.3520,-1.42700E-01,03-25-18,14:17:58
.3540,-1.84814E-01,03-25-18,14:17:58
.3560,-1.81396E-01,03-25-18,14:17:58
.3580,-1.33057E-01,03-25-18,14:17:58
.3600,-5.20020E-02,03-25-18,14:17:58
.3620, 4.17480E-02,03-25-18,14:17:58
.3640, 1.25122E-01,03-25-18,14:17:58
.3660, 1.77368E-01,03-25-18,14:17:58
.3680, 1.85669E-01,03-25-18,14:17:58
.3700, 1.47949E-01,03-25-18,14:17:58
.3720, 7.34863E-02,03-25-18,14:17:58
.3740,-1.91650E-02,03-25-18,14:17:58
.3760,-1.07300E-01,03-25-18,14:17:58
.3780,-1.69067E-01,03-25-18,14:17:58
.3800,-1.89087E-01,03-25-18,14:17:58
.3820,-1.62354E-01,03-25-18,14:17:58
.3840,-9.55811E-02,03-25-18,14:17:58
