"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.5940,-7.47070E-02,03-28-18,14:09:19
.5960,-9.22852E-02,03-28-18,14:09:19
.5980,-6.01807E-02,03-28-18,14:09:19
.6000, 4.02832E-03,03-28-18,14:09:19
.6020, 6.55518E-02,03-28-18,14:09:19
.6040, 9.10645E-02,03-28-18,14:09:19
.6060, 6.67725E-02,03-28-18,14:09:19
.6080, 5.98145E-03,03-28-18,14:09:19
.6100,-5.84717E-02,03-28-18,14:09:19
.6120,-9.16748E-02,03-28-18,14:09:19
.6140,-7.55615E-02,03-28-18,14:09:19
.6160,-1.89209E-02,03-28-18,14:09:19
.6180, 4.72412E-02,03-28-18,14:09:19
.6200, 8.74023E-02,03-28-18,14:09:19
.6220, 7.95898E-02,03-28-18,14:09:19
.6240, 2.83203E-02,03-28-18,14:09:19
.6260,-3.84521E-02,03-28-18,14:09:19
.6280,-8.45947E-02,03-28-18,14:09:19
.6300,-8.52051E-02,03-28-18,14:09:19
.6320,-4.01611E-02,03-28-18,14:09:19
.6340, 2.58789E-02,03-28-18,14:09:19
.6360, 7.69043E-02,03-28-18,14:09:19
.6380, 8.58154E-02,03-28-18,14:09:19
.6400, 4.77295E-02,03-28-18,14:09:19
.6420,-1.62354E-02,03-28-18,14:09:19
.6440,-7.16553E-02,03-28-18,14:09:19
.6460,-8.83789E-02,03-28-18,14:09:19
.6480,-5.76172E-02,03-28-18,14:09:19
.6500, 3.66211E-03,03-28-18,14:09:19
.6520, 6.23779E-02,03-28-18,14:09:19
.6540, 8.67920E-02,03-28-18,14:09:19
.6560, 6.35986E-02,03-28-18,14:09:19
.6580, 5.73730E-03,03-28-18,14:09:19
.6600,-5.55420E-02,03-28-18,14:09:19
.6620,-8.70361E-02,03-28-18,14:09:19
.6640,-7.17773E-02,03-28-18,14:09:19
.6660,-1.79443E-02,03-28-18,14:09:19
.6680, 4.50439E-02,03-28-18,14:09:19
.6700, 8.32520E-02,03-28-18,14:09:19
.6720, 7.56836E-02,03-28-18,14:09:19
.6740, 2.67334E-02,03-28-18,14:09:19
.6760,-3.71094E-02,03-28-18,14:09:19
.6780,-8.14209E-02,03-28-18,14:09:19
.6800,-8.20313E-02,03-28-18,14:09:19
.6820,-3.85742E-02,03-28-18,14:09:19
.6840, 2.52686E-02,03-28-18,14:09:19
.6860, 7.49512E-02,03-28-18,14:09:19
.6880, 8.34961E-02,03-28-18,14:09:19
