"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.0480, 1.58325E-01,03-26-18,14:18:32
.0500, 1.18774E-01,03-26-18,14:18:32
.0520, 6.25000E-02,03-26-18,14:18:32
.0540,-2.44141E-03,03-26-18,14:18:32
.0560,-6.72607E-02,03-26-18,14:18:32
.0580,-1.22925E-01,03-26-18,14:18:32
.0600,-1.61255E-01,03-26-18,14:18:32
.0620,-1.77002E-01,03-26-18,14:18:32
.0640,-1.67847E-01,03-26-18,14:18:32
.0660,-1.35254E-01,03-26-18,14:18:32
.0680,-8.37402E-02,03-26-18,14:18:32
.0700,-2.05078E-02,03-26-18,14:18:32
.0720, 4.54102E-02,03-26-18,14:18:32
.0740, 1.04980E-01,03-26-18,14:18:32
.0760, 1.49658E-01,03-26-18,14:18:32
.0780, 1.73340E-01,03-26-18,14:18:32
.0800, 1.72607E-01,03-26-18,14:18:32
.0820, 1.47583E-01,03-26-18,14:18:32
.0840, 1.01685E-01,03-26-18,14:18:32
.0860, 4.13818E-02,03-26-18,14:18:32
.0880,-2.46582E-02,03-26-18,14:18:32
.0900,-8.74023E-02,03-26-18,14:18:32
.0920,-1.38062E-01,03-26-18,14:18:32
.0940,-1.69312E-01,03-26-18,14:18:32
.0960,-1.76880E-01,03-26-18,14:18:32
.0980,-1.59546E-01,03-26-18,14:18:32
.1000,-1.19995E-01,03-26-18,14:18:32
.1020,-6.35986E-02,03-26-18,14:18:32
.1040, 1.58691E-03,03-26-18,14:18:32
.1060, 6.64063E-02,03-26-18,14:18:32
.1080, 1.21948E-01,03-26-18,14:18:32
.1100, 1.60400E-01,03-26-18,14:18:32
.1120, 1.76147E-01,03-26-18,14:18:32
.1140, 1.67114E-01,03-26-18,14:18:32
.1160, 1.34521E-01,03-26-18,14:18:32
.1180, 8.28857E-02,03-26-18,14:18:32
.1200, 1.96533E-02,03-26-18,14:18:32
.1220,-4.65088E-02,03-26-18,14:18:32
.1240,-1.06323E-01,03-26-18,14:18:32
.1260,-1.51367E-01,03-26-18,14:18:32
.1280,-1.75171E-01,03-26-18,14:18:32
.1300,-1.74438E-01,03-26-18,14:18:32
.1320,-1.49170E-01,03-26-18,14:18:32
.1340,-1.03027E-01,03-26-18,14:18:32
.1360,-4.24805E-02,03-26-18,14:18:32
.1380, 2.38037E-02,03-26-18,14:18:32
.1400, 8.69141E-02,03-26-18,14:18:32
.1420, 1.37817E-01,03-26-18,14:18:32
