"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.2920,-1.40503E-01,03-24-18,14:17:34
.2940,-1.29395E-01,03-24-18,14:17:34
.2960,-8.64258E-02,03-24-18,14:17:34
.2980,-2.20947E-02,03-24-18,14:17:34
.3000, 4.73633E-02,03-24-18,14:17:34
.3020, 1.05103E-01,03-24-18,14:17:34
.3040, 1.36719E-01,03-24-18,14:17:34
.3060, 1.34399E-01,03-24-18,14:17:34
.3080, 9.86328E-02,03-24-18,14:17:34
.3100, 3.83301E-02,03-24-18,14:17:34
.3120,-3.14941E-02,03-24-18,14:17:34
.3140,-9.37500E-02,03-24-18,14:17:34
.3160,-1.33057E-01,03-24-18,14:17:34
.3180,-1.39404E-01,03-24-18,14:17:34
.3200,-1.11450E-01,03-24-18,14:17:34
.3220,-5.60303E-02,03-24-18,14:17:34
.3240, 1.30615E-02,03-24-18,14:17:34
.3260, 7.87354E-02,03-24-18,14:17:34
.3280, 1.24878E-01,03-24-18,14:17:34
.3300, 1.39893E-01,03-24-18,14:17:34
.3320, 1.20239E-01,03-24-18,14:17:34
.3340, 7.06787E-02,03-24-18,14:17:34
.3360, 3.54004E-03,03-24-18,14:17:34
.3380,-6.45752E-02,03-24-18,14:17:34
.3400,-1.16943E-01,03-24-18,14:17:34
.3420,-1.40503E-01,03-24-18,14:17:34
.3440,-1.29395E-01,03-24-18,14:17:34
.3460,-8.64258E-02,03-24-18,14:17:34
.3480,-2.22168E-02,03-24-18,14:17:34
.3500, 4.73633E-02,03-24-18,14:17:34
.3520, 1.05103E-01,03-24-18,14:17:34
.3540, 1.36719E-01,03-24-18,14:17:34
.3560, 1.34277E-01,03-24-18,14:17:34
.3580, 9.86328E-02,03-24-18,14:17:34
.3600, 3.83301E-02,03-24-18,14:17:34
.3620,-3.14941E-02,03-24-18,14:17:34
.3640,-9.37500E-02,03-24-18,14:17:34
.3660,-1.32935E-01,03-24-18,14:17:34
.3680,-1.39282E-01,03-24-18,14:17:34
.3700,-1.11328E-01,03-24-18,14:17:34
.3720,-5.60303E-02,03-24-18,14:17:34
.3740, 1.29395E-02,03-24-18,14:17:34
.3760, 7.86133E-02,03-24-18,14:17:34
.3780, 1.24878E-01,03-24-18,14:17:34
.3800, 1.40015E-01,03-24-18,14:17:34
.3820, 1.20361E-01,03-24-18,14:17:34
.3840, 7.08008E-02,03-24-18,14:17:34
.3860, 3.54004E-03,03-24-18,14:17:34
