"Samples per sec. = 500/1"
"sec","g's","Date","Time"
.4940, 1.67358E-01,03-25-18,14:17:58
.4960, 1.10962E-01,03-25-18,14:17:58
.4980, 2.72217E-02,03-25-18,14:17:58
.5000,-6.32324E-02,03-25-18,14:17:58
.5020,-1.37939E-01,03-25-18,14:17:58
.5040,-1.78467E-01,03-25-18,14:17:58
.5060,-1.74805E-01,03-25-18,14:17:58
.5080,-1.28052E-01,03-25-18,14:17:58
.5100,-5.00488E-02,03-25-18,14:17:58
.5120, 3.97949E-02,03-25-18,14:17:58
.5140, 1.19385E-01,03-25-18,14:17:58
.5160, 1.69189E-01,03-25-18,14:17:58
.5180, 1.76758E-01,03-25-18,14:17:58
.5200, 1.40625E-01,03-25-18,14:17:58
.5220, 6.98242E-02,03-25-18,14:17:58
.5240,-1.80664E-02,03-25-18,14:17:58
.5260,-1.01196E-01,03-25-18,14:17:58
.5280,-1.59302E-01,03-25-18,14:17:58
.5300,-1.77612E-01,03-25-18,14:17:58
.5320,-1.52222E-01,03-25-18,14:17:58
.5340,-8.93555E-02,03-25-18,14:17:58
.5360,-5.00488E-03,03-25-18,14:17:58
.5380, 7.99561E-02,03-25-18,14:17:58
.5400, 1.44775E-01,03-25-18,14:17:58
.5420, 1.73462E-01,03-25-18,14:17:58
.5440, 1.59180E-01,03-25-18,14:17:58
.5460, 1.05469E-01,03-25-18,14:17:58
.5480, 2.58789E-02,03-25-18,14:17:58
.5500,-5.98145E-02,03-25-18,14:17:58
.5520,-1.30615E-01,03-25-18,14:17:58
.5540,-1.68945E-01,03-25-18,14:17:58
.5560,-1.65405E-01,03-25-18,14:17:58
.5580,-1.21216E-01,03-25-18,14:17:58
.5600,-4.72412E-02,03-25-18,14:17:58
.5620, 3.77197E-02,03-25-18,14:17:58
.5640, 1.12915E-01,03-25-18,14:17:58
.5660, 1.59912E-01,03-25-18,14:17:58
.5680, 1.66992E-01,03-25-18,14:17:58
.5700, 1.32690E-01,03-25-18,14:17:58
.5720, 6.57959E-02,03-25-18,14:17:58
.5740,-1.70898E-02,03-25-18,14:17:58
.5760,-9.53369E-02,03-25-18,14:17:58
.5780,-1.49902E-01,03-25-18,14:17:58
.5800,-1.67114E-01,03-25-18,14:17:58
.5820,-1.43188E-01,03-25-18,14:17:58
.5840,-8.41064E-02,03-25-18,14:17:58
.5860,-4.88281E-03,03-25-18,14:17:58
.5880, 7.49512E-02,03-25-18,14:17:58
